Condition2,TrainingTalkerID,TestTalkerID,SentenceID,Keyword,distance_min,IsCorrect,similarity,TrainingTalkerID1,trial,variability_1,tau,k
Multi-talker,"CMN_M_035, CMN_M_016, CMN_M_043, CMN_M_037, CMN_M_021",3,HT1_S030,goes,0.7677178085655025,1,0.7677178085655025,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",1320,0.967124,4.0,1.905
Multi-talker,"CMN_M_035, CMN_M_016, CMN_M_043, CMN_M_037, CMN_M_021",3,HT1_S030,hill,0.704437629018643,1,0.704437629018643,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",1608,0.967124,4.0,1.905
Control,"ENG_M_133, ENG_M_131, ENG_M_066, ENG_M_070, ENG_M_055",5,HT1_S030,road,0.8760885574867718,1,0.8760885574867718,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2499,0.9838116,4.0,1.905
Control,"ENG_M_133, ENG_M_131, ENG_M_066, ENG_M_070, ENG_M_055",5,HT1_S030,goes,0.6172899891142487,1,0.6172899891142487,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1315,0.9838116,4.0,1.905
Control,"ENG_M_133, ENG_M_131, ENG_M_066, ENG_M_070, ENG_M_055",5,HT1_S030,hill,0.7777592991354173,1,0.7777592991354173,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1603,0.9838116,4.0,1.905
Control,"ENG_M_055, ENG_M_066, ENG_M_131, ENG_M_133, ENG_M_070",6,HT1_S030,road,0.8558149291798347,1,0.8558149291798347,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2500,0.9838116,4.0,1.905
Control,"ENG_M_055, ENG_M_066, ENG_M_131, ENG_M_133, ENG_M_070",6,HT1_S030,goes,0.713412155580117,1,0.713412155580117,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1316,0.9838116,4.0,1.905
Control,"ENG_M_055, ENG_M_066, ENG_M_131, ENG_M_133, ENG_M_070",6,HT1_S030,hill,0.6039599242115036,1,0.6039599242115036,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1604,0.9838116,4.0,1.905
Control,"ENG_M_131, ENG_M_133, ENG_M_055, ENG_M_070, ENG_M_066",6,HT1_S030,road,0.8558149291798347,1,0.8558149291798347,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2500,0.9838116,4.0,1.905
Control,"ENG_M_131, ENG_M_133, ENG_M_055, ENG_M_070, ENG_M_066",6,HT1_S030,goes,0.713412155580117,1,0.713412155580117,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1316,0.9838116,4.0,1.905
Control,"ENG_M_131, ENG_M_133, ENG_M_055, ENG_M_070, ENG_M_066",6,HT1_S030,hill,0.6039599242115036,1,0.6039599242115036,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1604,0.9838116,4.0,1.905
Multi-talker,"CMN_M_016, CMN_M_035, CMN_M_043, CMN_M_032, CMN_M_021",6,HT1_S030,road,0.8158259947624413,1,0.8158259947624413,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",2502,0.9650533,4.0,1.905
Multi-talker,"CMN_M_016, CMN_M_035, CMN_M_043, CMN_M_032, CMN_M_021",6,HT1_S030,goes,0.6872096501341852,1,0.6872096501341852,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",1318,0.9650533,4.0,1.905
Multi-talker,"CMN_M_016, CMN_M_035, CMN_M_043, CMN_M_032, CMN_M_021",6,HT1_S030,hill,0.5844725426545965,1,0.5844725426545965,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",1606,0.9650533,4.0,1.905
Control,"ENG_M_070, ENG_M_066, ENG_M_131, ENG_M_055, ENG_M_133",6,HT1_S030,road,0.8558149291798347,1,0.8558149291798347,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2500,0.9838116,4.0,1.905
Control,"ENG_M_070, ENG_M_066, ENG_M_131, ENG_M_055, ENG_M_133",6,HT1_S030,goes,0.713412155580117,1,0.713412155580117,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1316,0.9838116,4.0,1.905
Control,"ENG_M_070, ENG_M_066, ENG_M_131, ENG_M_055, ENG_M_133",6,HT1_S030,hill,0.6039599242115036,1,0.6039599242115036,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1604,0.9838116,4.0,1.905
Multi-talker,"CMN_M_035, CMN_M_032, CMN_M_021, CMN_M_037, CMN_M_016",4,HT1_S030,road,0.7237546232912152,1,0.7237546232912152,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",2501,0.9673566,4.0,1.905
Multi-talker,"CMN_M_035, CMN_M_032, CMN_M_021, CMN_M_037, CMN_M_016",4,HT1_S030,goes,0.7827653830892313,1,0.7827653830892313,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",1317,0.9673566,4.0,1.905
Multi-talker,"CMN_M_035, CMN_M_032, CMN_M_021, CMN_M_037, CMN_M_016",4,HT1_S030,hill,0.3966766397233074,0,0.3966766397233074,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",1605,0.9673566,4.0,1.905
Control,"ENG_M_133, ENG_M_131, ENG_M_055, ENG_M_070, ENG_M_066",5,HT1_S030,road,0.8760885574867718,1,0.8760885574867718,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2499,0.9838116,4.0,1.905
Control,"ENG_M_133, ENG_M_131, ENG_M_055, ENG_M_070, ENG_M_066",5,HT1_S030,goes,0.6172899891142487,1,0.6172899891142487,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1315,0.9838116,4.0,1.905
Control,"ENG_M_133, ENG_M_131, ENG_M_055, ENG_M_070, ENG_M_066",5,HT1_S030,hill,0.7777592991354173,0,0.7777592991354173,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1603,0.9838116,4.0,1.905
Single talker,CMN_M_016,5,HT1_S030,road,0.8858983262527098,1,0.8858983262527098,CMN_M_016,2507,0.9785348,4.0,1.905
Single talker,CMN_M_016,5,HT1_S030,goes,0.5996637292444748,1,0.5996637292444748,CMN_M_016,1323,0.9785348,4.0,1.905
Single talker,CMN_M_016,5,HT1_S030,hill,0.9008036655689698,1,0.9008036655689698,CMN_M_016,1611,0.9785348,4.0,1.905
Multi-talker,"CMN_M_035, CMN_M_021, CMN_M_043, CMN_M_016, CMN_M_037",3,HT1_S030,road,0.8026865033757631,1,0.8026865033757631,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",2504,0.967124,4.0,1.905
Multi-talker,"CMN_M_035, CMN_M_021, CMN_M_043, CMN_M_016, CMN_M_037",3,HT1_S030,goes,0.7677178085655025,1,0.7677178085655025,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",1320,0.967124,4.0,1.905
Multi-talker,"CMN_M_035, CMN_M_021, CMN_M_043, CMN_M_016, CMN_M_037",3,HT1_S030,hill,0.704437629018643,0,0.704437629018643,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",1608,0.967124,4.0,1.905
Multi-talker,"CMN_M_032, CMN_M_037, CMN_M_021, CMN_M_016, CMN_M_035",4,HT1_S030,road,0.7237546232912152,1,0.7237546232912152,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",2501,0.9673566,4.0,1.905
Multi-talker,"CMN_M_032, CMN_M_037, CMN_M_021, CMN_M_016, CMN_M_035",4,HT1_S030,goes,0.7827653830892313,1,0.7827653830892313,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",1317,0.9673566,4.0,1.905
Multi-talker,"CMN_M_032, CMN_M_037, CMN_M_021, CMN_M_016, CMN_M_035",4,HT1_S030,hill,0.3966766397233074,0,0.3966766397233074,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",1605,0.9673566,4.0,1.905
Control,"ENG_M_133, ENG_M_066, ENG_M_131, ENG_M_070, ENG_M_055",6,HT1_S030,road,0.8558149291798347,0,0.8558149291798347,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2500,0.9838116,4.0,1.905
Control,"ENG_M_133, ENG_M_066, ENG_M_131, ENG_M_070, ENG_M_055",6,HT1_S030,goes,0.713412155580117,0,0.713412155580117,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1316,0.9838116,4.0,1.905
Control,"ENG_M_133, ENG_M_066, ENG_M_131, ENG_M_070, ENG_M_055",6,HT1_S030,hill,0.6039599242115036,0,0.6039599242115036,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1604,0.9838116,4.0,1.905
Talker-specific,CMN_M_032,3,HT1_S030,road,1.0,1,1.0,CMN_M_032,2525,0.9644214,4.0,1.905
Talker-specific,CMN_M_032,3,HT1_S030,goes,1.0,1,1.0,CMN_M_032,1341,0.9644214,4.0,1.905
Talker-specific,CMN_M_032,3,HT1_S030,hill,1.0,1,1.0,CMN_M_032,1629,0.9644214,4.0,1.905
Multi-talker,"CMN_M_021, CMN_M_035, CMN_M_043, CMN_M_016, CMN_M_037",3,HT1_S030,road,0.8026865033757631,0,0.8026865033757631,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",2504,0.967124,4.0,1.905
Multi-talker,"CMN_M_021, CMN_M_035, CMN_M_043, CMN_M_016, CMN_M_037",3,HT1_S030,goes,0.7677178085655025,1,0.7677178085655025,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",1320,0.967124,4.0,1.905
Multi-talker,"CMN_M_021, CMN_M_035, CMN_M_043, CMN_M_016, CMN_M_037",3,HT1_S030,hill,0.704437629018643,1,0.704437629018643,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",1608,0.967124,4.0,1.905
Talker-specific,CMN_M_043,4,HT1_S030,road,1.0,1,1.0,CMN_M_043,2528,0.9630248,4.0,1.905
Talker-specific,CMN_M_043,4,HT1_S030,goes,1.0,1,1.0,CMN_M_043,1344,0.9630248,4.0,1.905
Talker-specific,CMN_M_043,4,HT1_S030,hill,1.0,0,1.0,CMN_M_043,1632,0.9630248,4.0,1.905
Talker-specific,CMN_M_037,6,HT1_S030,road,1.0,0,1.0,CMN_M_037,2527,0.97477096,4.0,1.905
Talker-specific,CMN_M_037,6,HT1_S030,goes,1.0,0,1.0,CMN_M_037,1343,0.97477096,4.0,1.905
Talker-specific,CMN_M_037,6,HT1_S030,hill,1.0,0,1.0,CMN_M_037,1631,0.97477096,4.0,1.905
Control,"ENG_M_131, ENG_M_055, ENG_M_133, ENG_M_066, ENG_M_070",5,HT1_S030,road,0.8760885574867718,1,0.8760885574867718,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2499,0.9838116,4.0,1.905
Control,"ENG_M_131, ENG_M_055, ENG_M_133, ENG_M_066, ENG_M_070",5,HT1_S030,goes,0.6172899891142487,1,0.6172899891142487,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1315,0.9838116,4.0,1.905
Control,"ENG_M_131, ENG_M_055, ENG_M_133, ENG_M_066, ENG_M_070",5,HT1_S030,hill,0.7777592991354173,1,0.7777592991354173,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1603,0.9838116,4.0,1.905
Control,"ENG_M_133, ENG_M_070, ENG_M_066, ENG_M_131, ENG_M_055",6,HT1_S030,road,0.8558149291798347,1,0.8558149291798347,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2500,0.9838116,4.0,1.905
Control,"ENG_M_133, ENG_M_070, ENG_M_066, ENG_M_131, ENG_M_055",6,HT1_S030,goes,0.713412155580117,1,0.713412155580117,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1316,0.9838116,4.0,1.905
Control,"ENG_M_133, ENG_M_070, ENG_M_066, ENG_M_131, ENG_M_055",6,HT1_S030,hill,0.6039599242115036,1,0.6039599242115036,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1604,0.9838116,4.0,1.905
Multi-talker,"CMN_M_043, CMN_M_035, CMN_M_021, CMN_M_016, CMN_M_037",3,HT1_S030,road,0.8026865033757631,1,0.8026865033757631,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",2504,0.967124,4.0,1.905
Multi-talker,"CMN_M_043, CMN_M_035, CMN_M_021, CMN_M_016, CMN_M_037",3,HT1_S030,goes,0.7677178085655025,1,0.7677178085655025,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",1320,0.967124,4.0,1.905
Multi-talker,"CMN_M_043, CMN_M_035, CMN_M_021, CMN_M_016, CMN_M_037",3,HT1_S030,hill,0.704437629018643,1,0.704437629018643,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",1608,0.967124,4.0,1.905
Talker-specific,CMN_M_043,4,HT1_S030,road,1.0,1,1.0,CMN_M_043,2528,0.9630248,4.0,1.905
Talker-specific,CMN_M_043,4,HT1_S030,goes,1.0,1,1.0,CMN_M_043,1344,0.9630248,4.0,1.905
Talker-specific,CMN_M_043,4,HT1_S030,hill,1.0,0,1.0,CMN_M_043,1632,0.9630248,4.0,1.905
Single talker,CMN_M_043,5,HT1_S030,road,0.7605801175711788,1,0.7605801175711788,CMN_M_043,2523,0.9630248,4.0,1.905
Single talker,CMN_M_043,5,HT1_S030,goes,0.6523695061462698,1,0.6523695061462698,CMN_M_043,1339,0.9630248,4.0,1.905
Single talker,CMN_M_043,5,HT1_S030,hill,0.41098071409154313,1,0.41098071409154313,CMN_M_043,1627,0.9630248,4.0,1.905
Talker-specific,CMN_M_035,5,HT1_S030,road,1.0,1,1.0,CMN_M_035,2526,0.9614293,4.0,1.905
Talker-specific,CMN_M_035,5,HT1_S030,goes,1.0,1,1.0,CMN_M_035,1342,0.9614293,4.0,1.905
Talker-specific,CMN_M_035,5,HT1_S030,hill,1.0,1,1.0,CMN_M_035,1630,0.9614293,4.0,1.905
Control,"ENG_M_070, ENG_M_133, ENG_M_066, ENG_M_131, ENG_M_055",3,HT1_S030,road,0.8576735702160578,1,0.8576735702160578,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2497,0.9838116,4.0,1.905
Control,"ENG_M_070, ENG_M_133, ENG_M_066, ENG_M_131, ENG_M_055",3,HT1_S030,goes,0.7143020572022658,1,0.7143020572022658,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1313,0.9838116,4.0,1.905
Control,"ENG_M_070, ENG_M_133, ENG_M_066, ENG_M_131, ENG_M_055",3,HT1_S030,hill,0.6877186650070994,1,0.6877186650070994,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1601,0.9838116,4.0,1.905
Control,"ENG_M_133, ENG_M_055, ENG_M_131, ENG_M_070, ENG_M_066",4,HT1_S030,road,0.6989475952114892,1,0.6989475952114892,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2498,0.9838116,4.0,1.905
Control,"ENG_M_133, ENG_M_055, ENG_M_131, ENG_M_070, ENG_M_066",4,HT1_S030,goes,0.7210522383261097,1,0.7210522383261097,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1314,0.9838116,4.0,1.905
Control,"ENG_M_133, ENG_M_055, ENG_M_131, ENG_M_070, ENG_M_066",4,HT1_S030,hill,0.35626547268835707,0,0.35626547268835707,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1602,0.9838116,4.0,1.905
Talker-specific,CMN_M_037,6,HT1_S030,road,1.0,1,1.0,CMN_M_037,2527,0.97477096,4.0,1.905
Talker-specific,CMN_M_037,6,HT1_S030,goes,1.0,1,1.0,CMN_M_037,1343,0.97477096,4.0,1.905
Talker-specific,CMN_M_037,6,HT1_S030,hill,1.0,1,1.0,CMN_M_037,1631,0.97477096,4.0,1.905
Single talker,CMN_M_037,3,HT1_S030,road,0.9065780428668373,1,0.9065780428668373,CMN_M_037,2519,0.97477096,4.0,1.905
Single talker,CMN_M_037,3,HT1_S030,goes,0.8271379906281207,1,0.8271379906281207,CMN_M_037,1335,0.97477096,4.0,1.905
Single talker,CMN_M_037,3,HT1_S030,hill,0.629833692777235,1,0.629833692777235,CMN_M_037,1623,0.97477096,4.0,1.905
Talker-specific,CMN_M_035,5,HT1_S030,road,1.0,1,1.0,CMN_M_035,2526,0.9614293,4.0,1.905
Talker-specific,CMN_M_035,5,HT1_S030,goes,1.0,1,1.0,CMN_M_035,1342,0.9614293,4.0,1.905
Talker-specific,CMN_M_035,5,HT1_S030,hill,1.0,1,1.0,CMN_M_035,1630,0.9614293,4.0,1.905
Talker-specific,CMN_M_037,6,HT1_S030,road,1.0,1,1.0,CMN_M_037,2527,0.97477096,4.0,1.905
Talker-specific,CMN_M_037,6,HT1_S030,goes,1.0,1,1.0,CMN_M_037,1343,0.97477096,4.0,1.905
Talker-specific,CMN_M_037,6,HT1_S030,hill,1.0,1,1.0,CMN_M_037,1631,0.97477096,4.0,1.905
Talker-specific,CMN_M_037,6,HT1_S030,road,1.0,1,1.0,CMN_M_037,2527,0.97477096,4.0,1.905
Talker-specific,CMN_M_037,6,HT1_S030,goes,1.0,1,1.0,CMN_M_037,1343,0.97477096,4.0,1.905
Talker-specific,CMN_M_037,6,HT1_S030,hill,1.0,1,1.0,CMN_M_037,1631,0.97477096,4.0,1.905
Control,"ENG_M_066, ENG_M_055, ENG_M_131, ENG_M_133, ENG_M_070",4,HT1_S030,road,0.6989475952114892,1,0.6989475952114892,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2498,0.9838116,4.0,1.905
Control,"ENG_M_066, ENG_M_055, ENG_M_131, ENG_M_133, ENG_M_070",4,HT1_S030,goes,0.7210522383261097,1,0.7210522383261097,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1314,0.9838116,4.0,1.905
Control,"ENG_M_066, ENG_M_055, ENG_M_131, ENG_M_133, ENG_M_070",4,HT1_S030,hill,0.35626547268835707,1,0.35626547268835707,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1602,0.9838116,4.0,1.905
Talker-specific,CMN_M_037,6,HT1_S030,road,1.0,1,1.0,CMN_M_037,2527,0.97477096,4.0,1.905
Talker-specific,CMN_M_037,6,HT1_S030,goes,1.0,1,1.0,CMN_M_037,1343,0.97477096,4.0,1.905
Talker-specific,CMN_M_037,6,HT1_S030,hill,1.0,1,1.0,CMN_M_037,1631,0.97477096,4.0,1.905
Multi-talker,"CMN_M_037, CMN_M_016, CMN_M_021, CMN_M_032, CMN_M_035",4,HT1_S030,road,0.7237546232912152,1,0.7237546232912152,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",2501,0.9673566,4.0,1.905
Multi-talker,"CMN_M_037, CMN_M_016, CMN_M_021, CMN_M_032, CMN_M_035",4,HT1_S030,goes,0.7827653830892313,1,0.7827653830892313,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",1317,0.9673566,4.0,1.905
Multi-talker,"CMN_M_037, CMN_M_016, CMN_M_021, CMN_M_032, CMN_M_035",4,HT1_S030,hill,0.3966766397233074,0,0.3966766397233074,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",1605,0.9673566,4.0,1.905
Single talker,CMN_M_032,5,HT1_S030,road,0.8757530022325272,0,0.8757530022325272,CMN_M_032,2514,0.9644214,4.0,1.905
Single talker,CMN_M_032,5,HT1_S030,goes,0.7389431427613651,0,0.7389431427613651,CMN_M_032,1330,0.9644214,4.0,1.905
Single talker,CMN_M_032,5,HT1_S030,hill,0.8517046094487069,0,0.8517046094487069,CMN_M_032,1618,0.9644214,4.0,1.905
Talker-specific,CMN_M_032,3,HT1_S030,road,1.0,1,1.0,CMN_M_032,2525,0.9644214,4.0,1.905
Talker-specific,CMN_M_032,3,HT1_S030,goes,1.0,1,1.0,CMN_M_032,1341,0.9644214,4.0,1.905
Talker-specific,CMN_M_032,3,HT1_S030,hill,1.0,1,1.0,CMN_M_032,1629,0.9644214,4.0,1.905
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_032, CMN_M_016, CMN_M_043",5,HT1_S030,road,0.8132715618338618,1,0.8132715618338618,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_037,CMN_M_043",2503,0.96765846,4.0,1.905
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_032, CMN_M_016, CMN_M_043",5,HT1_S030,goes,0.6519035312172425,1,0.6519035312172425,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_037,CMN_M_043",1319,0.96765846,4.0,1.905
